ARTINUMMER;ORIG;BEZEICH;BEZEICH2;GROSSE;FARBE;PREISFAKT;EK;VK;VK2;VK3;VK4;VK5;VK6;VK7;VK8;VK9;VK10;LVKDAT;UVBVK;DEK;EKMENGE;LEK;LEKDAT;INVDATUM;INVBEW;LPAND;ETIKETT;WG;LR;MATCH;EAN;KEYNUM;FKEYNUM;FMENGE;LAGER;MIN;MINWIN;MAX;SPERRMAX;NACHMENGE;NACHWIN;REKLAMA;BESTMENGE;RABATTGR;TEILEART;MWSTSCH;GEWICHT;RESERV;RABATT;ANMERK1;ANMERK2;BESTELLT;ANLAGEDAT;VPGR;PRAMIE;KALKBASIS;KALKUL;SPERRE;RABPREIS;BESTANDJN;LIEFERBAR;AUTOBEST;AUSLAUF;ARCHIV;INTERNET;INETDBT;IRABATT;WEITERE;KOMMISSION;PAKETTEIL;GERAETJN;KDZWANGJN;HATBILDER;RABATTJN;TIMESTAMP;BILDNUM;EINHMENGE;EINHTYP;ZOLLTARIF;ORIGIN;SHOPWGR;IBEZEICH;IFARBE;MARKE;IPLATZ;EBAYKAT;EBAYKAT2;INETDBT2;EBAYSKAT;EBAYSKAT2;EBAYADBT;EBAYZUST;EBAYTNO;VATYP;ASIN;RETURNFLAG;PMP;HAZARD;BLOCK;TBLOCK;VKZ;V01;V02;V03;V04;V05;V06;V07;V08;V09;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;VORJAHR;
22B-F7211-00-00;;BREMSPEDAL;;;;0;34.29;65.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.06.14;56.68;29.20;2;29.20;11.06.14;  .  .  ;0.00;19.01.19;3;500;1;22B-F7211-00-000;;7734;0;0;;0;0;0;0;0;0;0;0;AA;SN;1;0.00;0.00;0;Automatisch aufgenommen;;0;04.04.13;;0.00;V;0.00;N;;J;J;J;;N;N;47689;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2014061108:08:09;0;0.00;;;;0;;;;0;;;47690;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22B-F7311-10-00;;SEITENSTANDER;;;;0;37.19;70.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;06.11.12;61.46;20.99;1;20.99;19.10.12;  .  .  ;0.00;19.01.19;3;500;1;22B-F7311-10-000;;7272;0;0;;0;0;0;0;0;0;0;0;AA;SN;1;0.00;0.00;0;Automatisch aufgenommen;;0;05.10.12;;0.00;V;0.00;N;;J;J;J;;N;N;45220;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2012101910:17:51;0;0.00;;;;0;;;;0;;;45221;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22B-F7432-00-00;;KONSOLE 1;;;;0;35.42;69.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;06.11.12;60.21;30.10;1;30.10;19.10.12;  .  .  ;0.00;19.01.19;3;500;1;22B-F7432-00-000;;7273;0;0;;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;Automatisch aufgenommen;;0;05.10.12;;0.00;V;0.00;N;;J;J;J;;N;N;45222;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2012101910:17:51;0;0.00;;;;0;;;;0;;;45223;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22B-F7442-00-00;;KONSOLE 2;;;;0;58.56;114.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.04.13;99.54;31.36;1;31.36;11.04.13;  .  .  ;0.00;19.01.19;3;500;1;22B-F7442-00-000;;7731;0;0;;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;Automatisch aufgenommen;;0;04.04.13;;0.00;V;0.00;N;;J;J;J;;N;N;47683;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2013041107:46:56;0;0.00;;;;0;;;;0;;;47684;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22B-F8356-00-00;;STUTZE 1;;;;0;21.31;43.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.08.18;36.22;20.68;7;20.68;24.07.18;  .  .  ;0.00;19.01.19;3;500;1;22B-F8356-00-000;;5724;0;0;;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;Automatisch aufgenommen;;0;23.04.12;;0.00;V;0.00;N;;J;J;J;;N;N;39039;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2015082708:16:56;0;0.00;;;;0;;;;0;;;39040;;;;;0;0;;;;;;;;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22B-F837U-00-00;;WINDSCHUTZSCHEIBE;;;;0;28.38;57.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;01.08.15;48.24;24.99;1;24.99;11.07.15;  .  .  ;0.00;19.01.19;3;500;1;22B-F837U-00-000;;10786;0;0;;0;0;0;0;1;0;0;0;C;CP;1;0.00;0.00;0;;;0;02.07.15;;0.00;V;0.00;N;;J;J;J;;N;N;66018;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2015071109:22:42;0;0.00;;;;0;;;;0;;;66019;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22B-H1410-00-00;;STATOR KOMPL.;;;;0;154.06;301.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24.05.18;261.90;149.54;2;149.54;24.05.18;  .  .  ;0.00;19.01.19;3;500;1;22B-H1410-00-000;;12280;0;0;;0;0;0;0;1;0;0;0;C;CP;1;0.00;0.00;0;;;0;24.03.17;1;0.00;V;0.00;N;;J;J;J;;N;N;76166;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2017032417:01:32;0;0.00;;;;0;;;;0;;;76167;;;;;0;0;;;;;;;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
22B-H1450-00-00;;ROTOR KOMPL.;;;;0;158.02;300.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;29.03.17;261.17;152.82;1;152.82;29.03.17;  .  .  ;0.00;19.01.19;3;500;1;22B-H1450-00-000;;12279;0;0;;0;0;0;0;1;0;0;0;AA;SN;1;0.00;0.00;0;;;0;24.03.17;1;0.00;V;0.00;N;;J;J;J;;N;N;76164;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2017032417:01:15;0;0.00;;;;0;;;;0;;;76165;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
22B-H2100-00-00;;BATTERIE KOMPL.;;;;0;18.64;44.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.02.16;36.97;18.88;7;18.88;06.03.14;21.12.15;18.88;19.01.19;3;500;1;22B-H2100-00-000;;7681;0;0;282;0;0;0;0;0;0;0;0;A;K1;1;0.00;0.00;0;Automatisch aufgenommen;;0;20.03.13;;0.00;V;0.00;N;;J;J;J;;N;N;47470;0.00;JJ0NNJJNN 0N;N;N;N;N;N;J;2016021014:37:13;0;0.00;;;;0;;;;0;;;47471;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22B-H2590-00-00;22BH25900000;KABELBAUM KOMPL.;;;;0;311.05;608.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;06.03.15;528.79;294.24;1;294.24;05.03.15;  .  .  ;0.00;19.01.19;3;500;1;22B-H2590-00-000;;10299;0;0;;0;0;0;0;1;0;0;0;C;CP;1;0.00;0.00;0;;;0;04.03.15;;0.00;V;0.00;N;;J;J;J;;N;N;61603;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2015030508:01:13;0;0.00;;;;0;;;;0;;;61604;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22B-H3310-11-00;22BH33101100;VORDERER BLINKER KOMPL. 1;;;;0;17.87;38.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;06.02.19;32.21;17.87;3;17.87;01.02.19;  .  .  ;0.00;01.02.19;3;500;1;22B-H3310-11-000;;10223;0;0;;0;0;0;0;1;0;0;0;Q;NC;1;0.00;0.00;0;;;0;10.02.15;;0.00;V;0.00;N;;J;J;J;;N;N;61233;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2016121515:12:32;0;0.00;;;;0;;;;0;;;61234;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
22B-H3312-00-00;;SCHUTZGLAS, BLINKER;;;;0;7.00;15.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;12.63;0.00;0;0.00;  .  .  ;  .  .  ;0.00;19.01.19;3;500;1;22B-H3312-00-000;;13560;0;0;;0;0;0;0;1;0;0;0;Q;NC;1;0.00;0.00;0;;;0;08.10.18;1;0.00;V;0.00;N;;J;J;J;;;N;86216;0.00;JJ0NNNJNN 0N;N;;N;N;N;J;2018100817:11:26;0;0.00;;;;0;;;;0;;;86217;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22B-H3320-11-00;;VORDERER BLINKER KOMPL. 2;;;;0;17.87;38.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26.04.18;32.21;17.34;3;17.34;26.04.18;  .  .  ;0.00;19.01.19;3;500;1;22B-H3320-11-000;;5728;0;0;;0;0;0;0;0;0;0;0;Q;NC;1;0.00;0.00;0;Automatisch aufgenommen;;0;23.04.12;;0.00;V;0.00;N;;J;J;J;;N;N;39047;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2013041107:46:57;0;0.00;;;;0;;;;0;;;39048;;;;;0;0;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22B-H3322-00-00;;SCHUTZGLAS, BLINKER 2;;;;0;7.00;15.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22.08.16;12.63;6.54;5;6.54;17.08.16;  .  .  ;0.00;19.01.19;3;500;1;22B-H3322-00-000;;8157;0;0;;0;0;0;0;0;0;0;0;Q;NC;1;0.00;0.00;0;Automatisch aufgenommen;;0;17.06.13;;0.00;V;0.00;N;;J;J;J;;N;N;49496;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2016081707:46:59;0;0.00;;;;0;;;;0;;;49497;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22B-H3330-11-00;;HINTERER BLINKER KOMPL. 1;;;;0;17.61;38.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;01.08.15;31.75;16.80;3;16.80;11.07.15;21.12.12;0.00;19.01.19;3;500;1;22B-H3330-11-000;;6167;0;0;2062;0;0;0;0;0;0;0;0;Q;NC;1;0.00;0.00;0;Automatisch aufgenommen;;0;06.06.12;;0.00;V;0.00;N;;J;J;J;;N;N;41054;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2015071109:22:43;0;0.00;;;;0;;;;0;;;41055;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22B-H3340-11-00;;HINTERER BLINKER KOMPL. 2;;;;0;17.61;38.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.08.13;31.75;16.39;3;16.39;09.08.13;  .  .  ;0.00;19.01.19;3;500;1;22B-H3340-11-000;;7730;0;0;;0;0;0;0;0;0;0;0;Q;NC;1;0.00;0.00;0;Automatisch aufgenommen;;0;04.04.13;;0.00;V;0.00;N;;J;J;J;;N;N;47681;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2013080907:37:56;0;0.00;;;;0;;;;0;;;47682;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22B-H3980-00-00;;VORDERRAD-BREMSLICHTSCHALTE;;;;0;22.33;45.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.03.14;37.96;3.87;5;3.81;07.02.13;21.12.15;3.87;19.01.19;3;500;1;22B-H3980-00-000;;4618;0;0;21111;1;0;0;0;2;0;0;1;C;CP;1;0.00;0.00;0;;;0;11.02.11;;0.00;V;0.00;N;;J;J;J;N;N;N;32698;0.00;JJ0NNJJNN 0;N;N;N;N;N;J;2014030617:11:41;0;0.00;;;;0;;;;0;;;39763;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22B-H4111-00-00;;GEHAUSE, SCHEINWERFER;;;;0;24.75;49.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;06.02.19;40.91;24.75;3;24.75;01.02.19;  .  .  ;0.00;01.02.19;3;500;1;22B-H4111-00-000;;5726;0;0;;0;0;0;0;0;0;0;0;AA;SN;1;0.00;0.00;0;Automatisch aufgenommen;;0;23.04.12;;0.00;V;0.00;N;;J;J;J;;N;N;39043;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2012051808:09:45;0;0.00;;;;0;;;;0;;;39044;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
22B-H4111-20-00;22BH41112000;GEHAUSE, SCHEINWERFER;;;;0;24.75;49.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;02.04.15;40.91;30.19;1;30.19;26.03.15;  .  .  ;0.00;19.01.19;3;500;1;22B-H4111-20-000;;10225;0;0;;0;0;0;0;1;0;0;0;AA;SN;1;0.00;0.00;0;;;0;10.02.15;;0.00;V;0.00;N;;J;J;J;;N;N;61237;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2015032607:54:17;0;0.00;;;;0;;;;0;;;61238;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22B-H4111-30-00;;GEHAUSE, SCHEINWERFER;;;;0;24.75;49.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.12.16;40.91;23.59;5;23.59;14.12.16;  .  .  ;0.00;19.01.19;3;500;1;22B-H4111-30-000;;7724;0;0;;0;0;0;0;0;0;0;0;AA;SN;1;0.00;0.00;0;Automatisch aufgenommen;;0;04.04.13;;0.00;V;0.00;N;;J;J;J;;N;N;47669;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2016121515:12:32;0;0.00;;;;0;;;;0;;;47670;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22B-H4111-40-00;;GEHAUSE, SCHEINWERFER;;;;0;24.75;49.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.06.16;40.91;22.95;2;22.95;18.06.16;  .  .  ;0.00;19.01.19;3;500;1;22B-H4111-40-000;;9659;0;0;;0;0;0;0;1;0;0;0;AA;SN;1;0.00;0.00;0;;;0;19.07.14;;0.00;V;0.00;N;;J;J;J;;N;N;58410;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2016061808:45:09;0;0.00;;;;0;;;;0;;;58411;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22B-H4111-50-00;;GEHAUSE, SCHEINWERFER;;;;0;24.75;49.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.08.18;40.91;24.03;3;24.03;24.07.18;  .  .  ;0.00;19.01.19;3;500;1;22B-H4111-50-000;;6503;0;0;;0;0;0;0;0;0;0;0;AA;SN;1;0.00;0.00;0;Automatisch aufgenommen;;0;09.07.12;;0.00;V;0.00;N;;J;J;J;;N;N;42298;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2013071111:20:53;0;0.00;;;;0;;;;0;;;42299;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22B-H4300-10-00;22BH43001000;SCHEINWERFER KOMPL.;;;;0;81.60;155.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;06.02.19;134.86;81.60;2;81.60;01.02.19;  .  .  ;0.00;01.02.19;3;500;1;22B-H4300-10-000;;10224;0;0;;0;0;0;0;1;0;0;0;AA;SN;1;0.00;0.00;0;;;0;10.02.15;;0.00;V;0.00;N;;J;J;J;;N;N;61235;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2016012109:42:34;0;0.00;;;;0;;;;0;;;61236;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
22B-H4310-01-00;;SCHEINWERFER KOMPL.;;;;0;107.09;203.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.05.12;176.99;32.41;1;32.41;09.05.12;  .  .  ;0.00;19.01.19;3;500;1;22B-H4310-01-000;;5864;0;0;;0;0;0;0;0;0;0;0;AA;SN;1;0.00;0.00;0;Automatisch aufgenommen;;0;08.05.12;;0.00;V;0.00;N;;J;N;J;;N;N;39725;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2012050907:52:38;0;0.00;;;;0;;;;0;;;39726;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22B-H4393-10-00;;LAGER, GLUHBIRNE;;;;0;7.41;15.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.11.17;12.59;7.08;1;7.08;15.11.17;  .  .  ;0.00;19.01.19;3;500;1;22B-H4393-10-000;;12909;0;0;;0;0;0;0;1;0;0;0;C;CP;1;0.00;0.00;0;;;0;09.11.17;1;0.00;V;0.00;N;;J;J;J;;N;N;80793;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2017110916:39:24;0;0.00;;;;0;;;;0;;;80794;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
22B-H4551-00-00;;KONSOLE, ZULASSUNGS.;;;;0;9.45;19.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;01.09.16;16.06;9.03;2;9.03;20.08.16;  .  .  ;0.00;19.01.19;3;500;1;22B-H4551-00-000;;5732;0;0;;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;Automatisch aufgenommen;;0;23.04.12;;0.00;V;0.00;N;;J;J;J;;N;N;39075;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2016082009:00:18;0;0.00;;;;0;;;;0;;;39076;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22B-H4710-00-00;;SCHLUSSLICHT KOMPL.;;;;0;93.79;178.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24.05.13;155.02;40.10;2;40.10;24.05.13;  .  .  ;0.00;19.01.19;3;500;1;22B-H4710-00-000;;6482;0;0;;0;0;0;0;0;0;0;0;AA;SN;1;0.00;0.00;0;Automatisch aufgenommen;;0;09.07.12;;0.00;V;0.00;N;;J;J;J;;N;N;42225;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2013052418:32:36;0;0.00;;;;0;;;;0;;;42226;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22B-W001A-00-00;;Kettenkit WR125;;;;0;69.01;157.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.11.18;136.87;67.99;17;67.99;26.10.18;21.12.15;0.00;19.01.19;3;500;1;22B-W001A-00-000;;4633;0;0;3-1;2;0;0;0;2;0;0;1;A;K7;1;0.00;1.00;0;;;0;23.03.11;;0.00;V;0.00;N;;J;J;J;N;N;N;32699;0.00;JJ0NNJJNN 0N;N;N;N;N;N;J;2018102314:28:32;0;0.00;;;;0;;;;0;;;36230;;;;;0;0;;;;;;;;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;
22B-W0736-00-00;;TOPCASE-TRAEGER 30L;;;;0;66.61;140.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.14;121.95;60.05;6;60.05;02.04.14;09.06.15;60.05;19.01.19;3;500;1;22B-W0736-00-000;;6600;0;0;;0;0;0;0;0;0;0;0;BZ;51;1;0.00;0.00;0;Automatisch aufgenommen;;0;17.07.12;;0.00;V;0.00;N;;J;J;J;;N;N;42591;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2014040208:20:24;0;0.00;;;;0;;;;0;;;42592;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22B-W0746-00-00;;SKID PLATE ALUMINIUM;;;;0;55.69;117.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.11.14;101.95;49.13;1;49.13;25.07.14;  .  .  ;0.00;19.01.19;3;500;1;22B-W0746-00-000;;9678;0;0;;0;0;0;0;1;0;0;0;BZ;51;1;0.00;0.00;0;;;0;22.07.14;;0.00;V;0.00;N;;J;J;J;;N;N;58482;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2014072507:53:22;0;0.00;;;;0;;;;0;;;58483;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22B-WH202-09-00;;Schlosssatz;;;;0;84.78;161.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21.04.18;140.12;82.30;6;82.30;18.04.18;  .  .  ;0.00;19.01.19;3;500;1;22B-WH202-09-000;;8950;0;0;;0;0;0;0;1;0;0;0;AA;SN;1;0.00;0.00;0;;;0;11.02.14;;0.00;V;0.00;N;;J;J;J;;N;N;53384;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2015062607:50:12;0;0.00;;;;0;;;;0;;;53385;;;;;0;0;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22C-21511-01-P2;;KOTFLUGEL, VORNE;;;;0;103.24;196.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.06.18;170.63;100.21;1;100.21;08.06.18;  .  .  ;0.00;19.01.19;3;500;1;22C-21511-01-P20;;13197;0;0;;0;0;0;0;1;0;0;0;AA;SN;1;0.00;0.00;0;;;0;15.05.18;1;0.00;V;0.00;N;;J;J;J;;N;N;83087;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2018051513:11:21;0;0.00;;;;0;;;;0;;;83088;;;;;0;0;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22C-21511-01-P4;;KOTFLUGEL, VORNE;;;;0;103.24;196.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;170.63;0.00;0;0.00;  .  .  ;  .  .  ;0.00;19.01.19;3;500;1;22C-21511-01-P40;;13175;0;0;;0;0;0;0;1;0;0;0;AA;SN;1;0.00;0.00;0;;;0;11.05.18;1;0.00;V;0.00;N;;J;J;J;;;N;82997;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2018051116:28:14;0;0.00;;;;0;;;;0;;;82998;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22C-83500-00-00;;GESCHWINDIGKEITSMESSER;;;;0;449.10;854.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.07.14;742.26;400.19;1;400.19;16.07.14;  .  .  ;0.00;19.01.19;3;500;1;22C-83500-00-000;;9622;0;0;;0;0;0;0;1;0;0;0;AA;SN;1;0.00;0.00;0;;;0;14.07.14;;0.00;V;0.00;N;;J;J;J;;N;N;58250;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2014071608:02:55;0;0.00;;;;0;;;;0;;;58251;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22F-11186-10-00;;SEITENDECKEL, ZYLINDERKOPF;;;;0;5.00;10.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;07.03.14;8.51;9.68;4;9.68;18.11.13;19.12.13;9.68;19.01.19;3;500;1;22F-11186-10-000;;8757;0;0;;0;0;0;0;1;0;0;0;C;CP;1;0.00;0.00;0;;;0;13.11.13;;0.00;V;0.00;N;;J;J;J;;N;N;52639;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2013111810:11:46;0;0.00;;;;0;;;;0;;;52640;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22F-12119-01-00;;DICHTUNG, VENTILSITZ;;;;0;2.00;4.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;31.03.17;3.40;2.01;2;2.01;17.03.17;  .  .  ;0.00;19.01.19;3;500;1;22F-12119-01-000;;12259;0;0;;0;0;0;0;1;0;0;0;C;CP;1;0.00;0.00;0;;;0;14.03.17;1;0.00;V;0.00;N;;J;J;J;;N;N;75958;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2017031417:14:10;0;0.00;;;;0;;;;0;;;75959;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;
22F-14142-15-00;;DUSE, LEERLAUF;;;;0;9.12;18.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;27.02.12;15.08;6.86;4;6.86;10.02.12;  .  .  ;0.00;19.01.19;3;500;1;22F-14142-15-000;;5073;0;0;;0;0;0;0;0;0;0;0;AA;SN;1;0.00;0.00;0;Automatisch aufgenommen;;0;09.02.12;;0.00;V;0.00;N;;J;J;J;;N;N;36336;0.00;JJ0NNNJNN;N;N;N;N;N;J;2012021008:40:20;0;0.00;;;;0;;;;0;;;36337;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22F-14142-17-00;;LEERLAUFDUESE;;;;0;9.12;18.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.05.14;15.08;6.72;6;6.72;17.05.14;  .  .  ;0.00;19.01.19;3;500;1;22F-14142-17-000;;2526;0;0;1132;0;0;0;0;0;0;0;1;AA;SN;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;N;N;32700;0.00;NN;;N;N;N;;;2014051709:26:58;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
